2025-07-24T01:26:24.875890104Z 01:26:24 |  INFO | call_orchestrator: 👋 Enviando saludo: '¡Buenas noches! Soy Dany, Asistente de Inteligencia Artificial del doctor Alejandro Jiménez. ¿Cómo puedo ayudarle hoy?'
2025-07-24T01:26:24.875968976Z 01:26:24 |  INFO | audio_manager: 🔊 Iniciando TTS: '¡Buenas noches! Soy Dany, Asistente de Inteligenci...' (118 chars)
2025-07-24T01:26:24.876239002Z 01:26:24 |  INFO | audio_manager: [DIAGNÓSTICO] TTS WebSocket - Intentos: 0, Errores: 0, Conectado: False
2025-07-24T01:26:24.87656377Z 01:26:24 |  INFO | eleven_ws_tts_client: ⏱️ [LATENCIA-4-START] EL WS texto enviado: 118 chars (modo legacy)
2025-07-24T01:26:25.614614655Z 01:26:25 |  INFO | eleven_ws_tts_client: ⏱️ [LATENCIA-4-FIRST] EL primer audio chunk: 738.0 ms
2025-07-24T01:26:25.614685157Z 01:26:25 |  INFO | eleven_ws_tts_client: [DIAGNÓSTICO] Primer chunk recibido tras 1 intentos
2025-07-24T01:26:25.615392303Z 01:26:25 |  INFO | eleven_ws_tts_client: [LATENCIA] Primer chunk de audio recibido en 739.1 ms
2025-07-24T01:26:25.615408673Z 01:26:25 |  INFO | audio_manager: ✅ WebSocket TTS iniciado correctamente
2025-07-24T01:26:25.615474645Z 01:26:25 |  INFO | audio_manager: [LATENCIA] WebSocket TTS iniciado en 739.5 ms
2025-07-24T01:26:25.615513425Z 01:26:25 |  INFO | call_orchestrator: [LATENCIA] Saludo enviado y TTS completado en 739.6 ms
2025-07-24T01:26:25.615551826Z 01:26:25 |  INFO | twilio_handler: [LATENCIA] Evento 'start' procesado en 1593.6 ms
2025-07-24T01:26:27.421496446Z 01:26:27 | WARNING | audio_manager: 🚨 TTS stall #1 detectado! (1780.1ms sin chunks)
2025-07-24T01:26:27.470836353Z 01:26:27 |  INFO | eleven_ws_tts_client: [FUNCIONALIDAD] Cerrando WebSocket ElevenLabs...
2025-07-24T01:26:27.470868664Z 01:26:27 |  INFO | eleven_ws_tts_client: [LATENCIA] WebSocket ElevenLabs estuvo abierto durante 3165.3 ms
2025-07-24T01:26:27.470878674Z 01:26:27 |  INFO | eleven_ws_tts_client: [DIAGNÓSTICO] Chunks de audio procesados: 4
2025-07-24T01:26:27.470933185Z 01:26:27 |  INFO | eleven_ws_tts_client: [DIAGNÓSTICO] Errores totales: 0
2025-07-24T01:26:27.470983567Z 01:26:27 |  INFO | eleven_ws_tts_client: 🔒 ElevenLabs WebSocket cerrado
2025-07-24T01:26:27.723250501Z 01:26:27 | WARNING | audio_manager: 🚨 TTS stall #2 detectado! (2081.8ms sin chunks)
2025-07-24T01:26:28.023902732Z 01:26:28 | WARNING | audio_manager: 🚨 TTS stall #3 detectado! (2382.5ms sin chunks)
2025-07-24T01:26:28.023928202Z 01:26:28 | ERROR | audio_manager: 🚨 TTS stall persistente! Reactivando STT
2025-07-24T01:26:28.023955183Z 01:26:28 |  INFO | audio_manager: [FUNCIONALIDAD] TTS completado, reactivando STT...
2025-07-24T01:26:28.023963863Z 01:26:28 |  INFO | audio_manager: ✅ TTS completado
2025-07-24T01:26:28.024011794Z 01:26:28 |  INFO | audio_manager: 🟢 Reactivando STT
2025-07-24T01:26:28.02427362Z 01:26:28 |  INFO | call_orchestrator: ✅ Saludo completado, escuchando al usuario...
2025-07-24T01:26:31.063796507Z 01:26:31 |  INFO | twilio_handler: [LATENCIA] Evento 'mark' procesado en 0.0 ms
2025-07-24T01:26:36.777279649Z 01:26:36 |  INFO | conversation_flow: 📥 Final recibido: 'Hola, quiero cancelar una cita, por favor.'
2025-07-24T01:26:37.278871331Z 01:26:37 |  INFO | conversation_flow: 🎯 [PERF] INICIO DE TURNO - Usuario dijo: 'Hola, quiero cancelar una cita, por favor.'
2025-07-24T01:26:37.278909532Z 01:26:37 |  INFO | conversation_flow: [FUNCIONALIDAD] Preparando TTS (WS ElevenLabs) desde ConversationFlow...
2025-07-24T01:26:37.278970344Z 01:26:37 |  INFO | audio_manager: [FUNCIONALIDAD] Apagando STT y preparando TTS antes de LLM...
2025-07-24T01:26:37.279019765Z 01:26:37 |  INFO | audio_manager: [LATENCIA] Iniciando preparación de WebSocket ElevenLabs para TTS...
2025-07-24T01:26:37.279215969Z 01:26:37 |  INFO | audio_manager: 🔄 WebSocket de ElevenLabs no disponible, intentando abrir...
2025-07-24T01:26:37.27923853Z 01:26:37 |  INFO | audio_manager: 🔊 Iniciando ElevenLabs TTS...
2025-07-24T01:26:37.279314361Z 01:26:37 |  INFO | eleven_ws_tts_client: [FUNCIONALIDAD] Iniciando conexión WebSocket ElevenLabs...
2025-07-24T01:26:37.343107159Z 01:26:37 |  INFO | eleven_ws_tts_client: 🟢 ElevenLabs WebSocket conectado (reutilizable)
2025-07-24T01:26:37.343128999Z 01:26:37 |  INFO | eleven_ws_tts_client: [LATENCIA] WebSocket ElevenLabs abierto en 63.6 ms
2025-07-24T01:26:37.343432377Z 01:26:37 |  INFO | audio_manager: ✅ ElevenLabs TTS conectado
2025-07-24T01:26:37.343461957Z 01:26:37 |  INFO | audio_manager: [LATENCIA] WebSocket ElevenLabs abierto en 64.5 ms
2025-07-24T01:26:37.343498328Z 01:26:37 |  INFO | conversation_flow: [LATENCIA] Preparación de TTS (WS ElevenLabs) desde ConversationFlow completada en 64.7 ms
2025-07-24T01:26:37.34357886Z 01:26:37 |  INFO | conversation_flow: [LATENCIA] Preparación de TTS + lanzamiento de LLM en 64.9 ms
2025-07-24T01:26:37.343632391Z 01:26:37 |  INFO | conversation_flow: [HISTORIAL] Usuario: 'Hola, quiero cancelar una cita, por favor.'
2025-07-24T01:26:37.343730093Z 01:26:37 |  INFO | weather_utils: Solicitando clima actual a OpenWeatherMap para Cancún (ID: 3530103)...
2025-07-24T01:26:37.375803676Z 01:26:37 |  INFO | aiagent: [PERF] Iniciando llamada a Groq (modelo: llama-3.3-70b-versatile)
2025-07-24T01:26:37.69629802Z 01:26:37 |  INFO | aiagent: [PERF] IA (Groq) - Time To First Token: 320.3 ms
2025-07-24T01:26:38.228198935Z 01:26:38 |  INFO | aiagent: [PERF] Parsing de respuesta del LLM en 0.2 ms
2025-07-24T01:26:38.228212585Z 01:26:38 |  INFO | conversation_flow: 📞 Modo captura teléfono: ACTIVADO
2025-07-24T01:26:38.228287547Z 01:26:38 |  INFO | aiagent: 📞 Detectada solicitud de número telefónico - activando pausa extendida
2025-07-24T01:26:38.228385649Z 01:26:38 |  INFO | aiagent: [HISTORIAL] Agregado 'assistant' con respuesta de texto: 'Para cancelar una cita, necesito saber el número de teléfono con el que se registró la cita. ¿Podría proporcionarme ese número, por favor?'
2025-07-24T01:26:38.228397929Z 01:26:38 |  INFO | conversation_flow: [HISTORIAL] Respuesta de IA recibida: 'Para cancelar una cita, necesito saber el número de teléfono con el que se registró la cita. ¿Podría proporcionarme ese número, por favor?'
2025-07-24T01:26:38.230064207Z 01:26:38 |  INFO | call_orchestrator: 🤖 IA responde: 'Para cancelar una cita, necesito saber el número d...'
2025-07-24T01:26:38.230075867Z 01:26:38 |  INFO | audio_manager: [LATENCIA] Iniciando preparación de WebSocket ElevenLabs para TTS...
2025-07-24T01:26:38.230079208Z 01:26:38 |  INFO | audio_manager: [LATENCIA] WebSocket ElevenLabs ya estaba abierto, preparación en 0.2 ms
2025-07-24T01:26:38.230082078Z 01:26:38 |  INFO | call_orchestrator: [DIAGNÓSTICO] Pre-TTS - Conectado: False, Errores: 0, Intentos: 0
2025-07-24T01:26:38.230085558Z 01:26:38 |  INFO | audio_manager: 🔊 Iniciando TTS: 'Para cancelar una cita, necesito saber el número d...' (138 chars)
2025-07-24T01:26:38.230088248Z 01:26:38 |  INFO | audio_manager: [DIAGNÓSTICO] TTS WebSocket - Intentos: 0, Errores: 0, Conectado: False
2025-07-24T01:26:38.230091228Z 01:26:38 |  INFO | eleven_ws_tts_client: ⏱️ [LATENCIA-4-START] EL WS texto enviado: 138 chars (modo legacy)
2025-07-24T01:26:39.066643274Z 01:26:39 |  INFO | eleven_ws_tts_client: ⏱️ [LATENCIA-4-FIRST] EL primer audio chunk: 837.3 ms
2025-07-24T01:26:39.066664274Z 01:26:39 |  INFO | eleven_ws_tts_client: [DIAGNÓSTICO] Primer chunk recibido tras 1 intentos
2025-07-24T01:26:39.067081294Z 01:26:39 |  INFO | eleven_ws_tts_client: [LATENCIA] Primer chunk de audio recibido en 838.0 ms
2025-07-24T01:26:39.067105565Z 01:26:39 |  INFO | audio_manager: ✅ WebSocket TTS iniciado correctamente
2025-07-24T01:26:39.067177926Z 01:26:39 |  INFO | audio_manager: [LATENCIA] WebSocket TTS iniciado en 838.3 ms
2025-07-24T01:26:39.067189646Z 01:26:39 |  INFO | conversation_flow: [LATENCIA] Turno completo (LLM + respuesta TTS) en 1723.6 ms
2025-07-24T01:26:39.067250538Z 01:26:39 |  INFO | conversation_flow: ⏱️ [PERF] FIN DE TURNO - Latencia total: 1788.6ms
2025-07-24T01:26:41.174630735Z 01:26:41 | WARNING | audio_manager: 🚨 TTS stall #1 detectado! (1583.2ms sin chunks)
2025-07-24T01:26:41.419422219Z 01:26:41 |  INFO | eleven_ws_tts_client: [FUNCIONALIDAD] Cerrando WebSocket ElevenLabs...
2025-07-24T01:26:41.41946296Z 01:26:41 |  INFO | eleven_ws_tts_client: [LATENCIA] WebSocket ElevenLabs estuvo abierto durante 4140.0 ms
2025-07-24T01:26:41.41948903Z 01:26:41 |  INFO | eleven_ws_tts_client: [DIAGNÓSTICO] Chunks de audio procesados: 5
2025-07-24T01:26:41.419515331Z 01:26:41 |  INFO | eleven_ws_tts_client: [DIAGNÓSTICO] Errores totales: 0
2025-07-24T01:26:41.419594783Z 01:26:41 |  INFO | eleven_ws_tts_client: 🔒 ElevenLabs WebSocket cerrado
2025-07-24T01:26:41.475225964Z 01:26:41 | WARNING | audio_manager: 🚨 TTS stall #2 detectado! (1884.0ms sin chunks)
2025-07-24T01:26:41.776176221Z 01:26:41 | WARNING | audio_manager: 🚨 TTS stall #3 detectado! (2184.8ms sin chunks)
2025-07-24T01:26:41.776195062Z 01:26:41 | ERROR | audio_manager: 🚨 TTS stall persistente! Reactivando STT
2025-07-24T01:26:41.776198142Z 01:26:41 |  INFO | audio_manager: [FUNCIONALIDAD] TTS completado, reactivando STT...
2025-07-24T01:26:41.776210122Z 01:26:41 |  INFO | audio_manager: ✅ TTS completado
2025-07-24T01:26:41.776221553Z 01:26:41 |  INFO | audio_manager: 🟢 Reactivando STT
2025-07-24T01:26:41.776404887Z 01:26:41 |  INFO | call_orchestrator: ✅ TTS completado, continuando conversación
2025-07-24T01:26:41.776460188Z 01:26:41 |  INFO | call_orchestrator: [DIAGNÓSTICO] Post-TTS - Estado: {'is_speaking': False, 'ignore_stt': False, 'tts_in_progress': False, 'last_audio_activity': 716235.372184781}, STT listo: True, TTS listo: True
2025-07-24T01:26:45.687105491Z 01:26:45 |  INFO | twilio_handler: [LATENCIA] Evento 'mark' procesado en 0.0 ms
2025-07-24T01:26:54.380783044Z 01:26:54 |  INFO | call_orchestrator: [DIAGNÓSTICO] Salud llamada - Duración: 30.7s, STT: True, TTS: True, Hablando: False
2025-07-24T01:26:58.994131522Z 01:26:58 |  INFO | conversation_flow: 📥 Final recibido: 'Es 99, 85, 25 32, 19.'
2025-07-24T01:27:00.995411134Z 01:27:00 |  INFO | conversation_flow: 🎯 [PERF] INICIO DE TURNO - Usuario dijo: 'Es 99, 85, 25 32, 19.'
2025-07-24T01:27:00.995449445Z 01:27:00 |  INFO | conversation_flow: [FUNCIONALIDAD] Preparando TTS (WS ElevenLabs) desde ConversationFlow...
2025-07-24T01:27:00.995581448Z 01:27:00 |  INFO | audio_manager: [FUNCIONALIDAD] Apagando STT y preparando TTS antes de LLM...
2025-07-24T01:27:00.995627629Z 01:27:00 |  INFO | audio_manager: [LATENCIA] Iniciando preparación de WebSocket ElevenLabs para TTS...
2025-07-24T01:27:00.995712101Z 01:27:00 |  INFO | audio_manager: 🔄 WebSocket de ElevenLabs no disponible, intentando abrir...
2025-07-24T01:27:00.995820284Z 01:27:00 |  INFO | audio_manager: 🔊 Iniciando ElevenLabs TTS...
2025-07-24T01:27:00.995963177Z 01:27:00 |  INFO | eleven_ws_tts_client: [FUNCIONALIDAD] Iniciando conexión WebSocket ElevenLabs...
2025-07-24T01:27:01.066751484Z 01:27:01 |  INFO | eleven_ws_tts_client: 🟢 ElevenLabs WebSocket conectado (reutilizable)
2025-07-24T01:27:01.066773435Z 01:27:01 |  INFO | eleven_ws_tts_client: [LATENCIA] WebSocket ElevenLabs abierto en 70.7 ms
2025-07-24T01:27:01.06701375Z 01:27:01 |  INFO | audio_manager: ✅ ElevenLabs TTS conectado
2025-07-24T01:27:01.067050141Z 01:27:01 |  INFO | audio_manager: [LATENCIA] WebSocket ElevenLabs abierto en 71.5 ms
2025-07-24T01:27:01.067095862Z 01:27:01 |  INFO | conversation_flow: [LATENCIA] Preparación de TTS (WS ElevenLabs) desde ConversationFlow completada en 71.7 ms
2025-07-24T01:27:01.067175774Z 01:27:01 |  INFO | conversation_flow: [LATENCIA] Preparación de TTS + lanzamiento de LLM en 72.1 ms
2025-07-24T01:27:01.067209225Z 01:27:01 |  INFO | conversation_flow: [HISTORIAL] Usuario: 'Es 99, 85, 25 32, 19.'
2025-07-24T01:27:01.067293027Z 01:27:01 |  INFO | weather_utils: Solicitando clima actual a OpenWeatherMap para Cancún (ID: 3530103)...
2025-07-24T01:27:01.087645652Z 01:27:01 |  INFO | aiagent: [PERF] Iniciando llamada a Groq (modelo: llama-3.3-70b-versatile)
2025-07-24T01:27:01.254013413Z 01:27:01 |  INFO | aiagent: [PERF] IA (Groq) - Time To First Token: 166.2 ms
2025-07-24T01:27:01.828488421Z 01:27:01 |  INFO | aiagent: [PERF] Parsing de respuesta del LLM en 0.0 ms
2025-07-24T01:27:01.828575343Z 01:27:01 |  INFO | aiagent: [HISTORIAL] Agregado 'assistant' con respuesta de texto: 'Lo confirmo: noventa y nueve, ochenta y cinco, veinticinco, treinta y dos, diecinueve. ¿Es correcto?'
2025-07-24T01:27:01.828582003Z 01:27:01 |  INFO | conversation_flow: [HISTORIAL] Respuesta de IA recibida: 'Lo confirmo: noventa y nueve, ochenta y cinco, veinticinco, treinta y dos, diecinueve. ¿Es correcto?'
2025-07-24T01:27:01.828613074Z 01:27:01 |  INFO | call_orchestrator: 🤖 IA responde: 'Lo confirmo: noventa y nueve, ochenta y cinco, vei...'
2025-07-24T01:27:01.829505644Z 01:27:01 |  INFO | audio_manager: [LATENCIA] Iniciando preparación de WebSocket ElevenLabs para TTS...
2025-07-24T01:27:01.829513804Z 01:27:01 |  INFO | audio_manager: [LATENCIA] WebSocket ElevenLabs ya estaba abierto, preparación en 0.2 ms
2025-07-24T01:27:01.829516864Z 01:27:01 |  INFO | call_orchestrator: [DIAGNÓSTICO] Pre-TTS - Conectado: False, Errores: 0, Intentos: 0
2025-07-24T01:27:01.829520384Z 01:27:01 |  INFO | audio_manager: 🔊 Iniciando TTS: 'Lo confirmo: noventa y nueve, ochenta y cinco, vei...' (100 chars)
2025-07-24T01:27:01.829523144Z 01:27:01 |  INFO | audio_manager: [DIAGNÓSTICO] TTS WebSocket - Intentos: 0, Errores: 0, Conectado: False
2025-07-24T01:27:01.829526024Z 01:27:01 |  INFO | eleven_ws_tts_client: ⏱️ [LATENCIA-4-START] EL WS texto enviado: 100 chars (modo legacy)
2025-07-24T01:27:02.623820415Z 01:27:02 |  INFO | eleven_ws_tts_client: ⏱️ [LATENCIA-4-FIRST] EL primer audio chunk: 794.4 ms
2025-07-24T01:27:02.623842826Z 01:27:02 |  INFO | eleven_ws_tts_client: [DIAGNÓSTICO] Primer chunk recibido tras 1 intentos
2025-07-24T01:27:02.624296186Z 01:27:02 |  INFO | eleven_ws_tts_client: [LATENCIA] Primer chunk de audio recibido en 795.1 ms
2025-07-24T01:27:02.624321446Z 01:27:02 |  INFO | audio_manager: ✅ WebSocket TTS iniciado correctamente
2025-07-24T01:27:02.624391578Z 01:27:02 |  INFO | audio_manager: [LATENCIA] WebSocket TTS iniciado en 795.4 ms
2025-07-24T01:27:02.624428199Z 01:27:02 |  INFO | conversation_flow: [LATENCIA] Turno completo (LLM + respuesta TTS) en 1557.2 ms
2025-07-24T01:27:02.62446969Z 01:27:02 |  INFO | conversation_flow: ⏱️ [PERF] FIN DE TURNO - Latencia total: 1629.4ms
2025-07-24T01:27:04.429698852Z 01:27:04 | WARNING | audio_manager: 🚨 TTS stall #1 detectado! (1777.7ms sin chunks)
2025-07-24T01:27:04.483807418Z 01:27:04 |  INFO | eleven_ws_tts_client: [FUNCIONALIDAD] Cerrando WebSocket ElevenLabs...
2025-07-24T01:27:04.483824618Z 01:27:04 |  INFO | eleven_ws_tts_client: [LATENCIA] WebSocket ElevenLabs estuvo abierto durante 3487.9 ms
2025-07-24T01:27:04.483840709Z 01:27:04 |  INFO | eleven_ws_tts_client: [DIAGNÓSTICO] Chunks de audio procesados: 5
2025-07-24T01:27:04.48392048Z 01:27:04 |  INFO | eleven_ws_tts_client: [DIAGNÓSTICO] Errores totales: 0
2025-07-24T01:27:04.483952961Z 01:27:04 |  INFO | eleven_ws_tts_client: 🔒 ElevenLabs WebSocket cerrado
2025-07-24T01:27:04.730998366Z 01:27:04 | WARNING | audio_manager: 🚨 TTS stall #2 detectado! (2079.0ms sin chunks)
2025-07-24T01:27:05.031549294Z 01:27:05 | WARNING | audio_manager: 🚨 TTS stall #3 detectado! (2379.6ms sin chunks)
2025-07-24T01:27:05.031567274Z 01:27:05 | ERROR | audio_manager: 🚨 TTS stall persistente! Reactivando STT
2025-07-24T01:27:05.031579385Z 01:27:05 |  INFO | audio_manager: [FUNCIONALIDAD] TTS completado, reactivando STT...
2025-07-24T01:27:05.031626366Z 01:27:05 |  INFO | audio_manager: ✅ TTS completado
2025-07-24T01:27:05.031656086Z 01:27:05 |  INFO | audio_manager: 🟢 Reactivando STT
2025-07-24T01:27:05.03183219Z 01:27:05 |  INFO | call_orchestrator: ✅ TTS completado, continuando conversación
2025-07-24T01:27:05.031876351Z 01:27:05 |  INFO | call_orchestrator: [DIAGNÓSTICO] Post-TTS - Estado: {'is_speaking': False, 'ignore_stt': False, 'tts_in_progress': False, 'last_audio_activity': 716259.092594632}, STT listo: True, TTS listo: True
2025-07-24T01:27:09.063704143Z 01:27:09 |  INFO | twilio_handler: [LATENCIA] Evento 'mark' procesado en 0.0 ms
2025-07-24T01:27:13.427289176Z 01:27:13 |  INFO | conversation_flow: 📥 Final recibido: 'Sí, es correcto.'
2025-07-24T01:27:15.428260589Z 01:27:15 |  INFO | conversation_flow: 🎯 [PERF] INICIO DE TURNO - Usuario dijo: 'Sí, es correcto.'
2025-07-24T01:27:15.42831272Z 01:27:15 |  INFO | conversation_flow: [FUNCIONALIDAD] Preparando TTS (WS ElevenLabs) desde ConversationFlow...
2025-07-24T01:27:15.428327371Z 01:27:15 |  INFO | audio_manager: [FUNCIONALIDAD] Apagando STT y preparando TTS antes de LLM...
2025-07-24T01:27:15.428332211Z 01:27:15 |  INFO | audio_manager: [LATENCIA] Iniciando preparación de WebSocket ElevenLabs para TTS...
2025-07-24T01:27:15.428336091Z 01:27:15 |  INFO | audio_manager: 🔄 WebSocket de ElevenLabs no disponible, intentando abrir...
2025-07-24T01:27:15.428401683Z 01:27:15 |  INFO | audio_manager: 🔊 Iniciando ElevenLabs TTS...
2025-07-24T01:27:15.428413183Z 01:27:15 |  INFO | eleven_ws_tts_client: [FUNCIONALIDAD] Iniciando conexión WebSocket ElevenLabs...
2025-07-24T01:27:15.497846199Z 01:27:15 |  INFO | eleven_ws_tts_client: 🟢 ElevenLabs WebSocket conectado (reutilizable)
2025-07-24T01:27:15.49786692Z 01:27:15 |  INFO | eleven_ws_tts_client: [LATENCIA] WebSocket ElevenLabs abierto en 69.3 ms
2025-07-24T01:27:15.498121666Z 01:27:15 |  INFO | audio_manager: ✅ ElevenLabs TTS conectado
2025-07-24T01:27:15.498136866Z 01:27:15 |  INFO | audio_manager: [LATENCIA] WebSocket ElevenLabs abierto en 69.8 ms
2025-07-24T01:27:15.498156717Z 01:27:15 |  INFO | conversation_flow: [LATENCIA] Preparación de TTS (WS ElevenLabs) desde ConversationFlow completada en 69.9 ms
2025-07-24T01:27:15.498250209Z 01:27:15 |  INFO | conversation_flow: [LATENCIA] Preparación de TTS + lanzamiento de LLM en 70.1 ms
2025-07-24T01:27:15.498276429Z 01:27:15 |  INFO | conversation_flow: [HISTORIAL] Usuario: 'Sí, es correcto.'
2025-07-24T01:27:15.498343991Z 01:27:15 |  INFO | weather_utils: Solicitando clima actual a OpenWeatherMap para Cancún (ID: 3530103)...
2025-07-24T01:27:15.521890089Z 01:27:15 |  INFO | aiagent: [PERF] Iniciando llamada a Groq (modelo: llama-3.3-70b-versatile)
2025-07-24T01:27:15.620438591Z 01:27:15 |  INFO | aiagent: [PERF] IA (Groq) - Time To First Token: 98.4 ms
2025-07-24T01:27:16.14117396Z 01:27:16 |  INFO | aiagent: [PERF] Parsing de respuesta del LLM en 0.1 ms
2025-07-24T01:27:16.141269292Z 01:27:16 |  INFO | aiagent: Ejecutando: search_calendar_event_by_phone con {'phone': 9985253219}
2025-07-24T01:27:16.141324523Z 01:27:16 |  INFO | utils: Iniciando búsqueda de citas para el teléfono: 9985253219
